user_name,user_location,review_count,review_title,review_datetime,review_views,review_content,platform
Antony_Nirmal,Trichy,1 Review,Simply Awesome Learning,"Apr 19, 2020 11:09 AM",939 Views,"I am an alumnus of Simplilearn since 2016. Simplilearn certification helped me to get my 1st job. I always choose Simplilearn as my learning partner for the following reasons:1) 24/7 customer support.2) Experienced Tutors with extensive knowledge of the domain.3) Lifetime access to Self Learning Videos, Course Resources, Quizzes, Certificate(if already unlocked), Notes.4) Learners have options to attend weekday sessions & weekend sessions, as per their convenience.5) After completion of the Simplilearn Master's Program, learners will receive the certificates from IBM and Simplilearn.I truly feel the money I invest in Simplilearn is worth it since I gained extensive knowledge and career growth.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
rejosh21,India,1 Review,Interactive Sessions with practical applications,"Apr 16, 2020 09:17 AM",1262 Views,Very good virtual class experience with expertise advise in the particular domain from the faculties. And very quick response in addressing to our queries during the class and after class hours.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
itisims,India,2 Reviews,Bhupendra Sinha is an excellant NLP trainer,"Apr 12, 2020 11:43 PM",962 Views,"I just finished NLP course on simplilearn platform. Let me tell you, its not easy to teach NLP so easily but Bhupendra managed it well. It was such a nice experience.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
nandalbrijesh,India,1 Review,Training Session of Vikas for LSSGB on Simplilearn,"Apr 12, 2020 01:04 PM",888 Views,It was really an amazing interaction with Vikas during LSSGB course at Simplilearn. He is an excellent tutor / trainer. He takes lot of effort to address the quires and also explain difficult topics with simple & practical examples from various industrial fields. Simplilearn has designed the course and content in a very scientific manner which help us to learn the process very well.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
mabhijeeth9,India,1 Review,"DS with Python_Deepak, Host : Raksha","Apr 11, 2020 10:10 PM",570 Views,"My Python sessions with Deepak had been great. He's got awesome knowledge and experience and He answered whatever question, I had asked in all of my Live classes.  There's lot of interaction on these classes.However, Simpli Learn's LAB on Python is not equipped with Pandas Profiling(version 2.4 or 2.5). Had it was installed by Tech Team when requested, we could have added another concept to our Knowledge.Also, the LAB didn't work when I wanted it most due to limitation of No. of Hours of usage per month. This wasn't expected.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
vezeliora,,1 Review,Data Science with Python.,"Apr 11, 2020 10:06 PM",539 Views,"Simplilearn provides excellent set of tools and professionally run. The trainer are good and knows the course content. The training material are second to none, easy and hits the point. The online training is interact as if the trainer is live with you. The support team is prompt and very responsive, responds to questions are quick and issues resolved fast. I highly recommend this course - Data Science with Python to anyone thinking about Data Science and Python.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
Jojwi,,1 Review,"Data science with ""R"" experience","Apr 10, 2020 11:38 PM",846 Views,"Just concluded classes with Deepti. I must say, it was phenomenon!Loved the self learning packages which complement the live classes to help understand the classes more with detailed explanations and guidance.The industry examples shared during the classes were very helpful in relating with real time scenarios.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
jaiganeshbri,India,1 Review,Simplilearn - Master in data science (pursuing),"Apr 10, 2020 11:22 PM",724 Views,I attendended Data science in R and my trainer is Ms. Deepti this is the first time I am attending a online session and it was really great the way classes were conducted and real time working of projects in the labs are very useful and easy to understand the basic being a person from non technical background. Nice learning.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
govindjgd4445,India,1 Review,Tableau 10                    Trainer-Bhargavi,"Apr 10, 2020 11:27 PM",779 Views,It was really enjoyable from 0 to advance and handling and visualizing any type of data. I really like deep and thorough understanding of all  the topic with real life practice of projects .( Trainer - Bhargavi)What an expert Trainer Thanks Simplilearn.Really glad to meet trainer like her Mine Good Luck.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
gaurav11kilania,India,1 Review,Masters Program for Data Science,"Apr 10, 2020 11:27 PM",762 Views,"Live classes are really a boon.Trust me Data science is best learnt when you do it live with your peers and dedicated faculties. My experience with Tableu, Data Analytics with Python and Data Science with R has been pretty great in Simplilearn. Do check the course details and if it suits you, it's the best place to be!Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
nithyalrk,India,1 Review,You can become Data Scientist with simplilearn,"Apr 10, 2020 11:12 PM",723 Views,"Great Sessions. Course curriculum designed by simplilearn are great and we are able to understand the concepts better. All self learning videos, practice labs, online classes are just awesome. I loved all my sessions and never missed a session. My trainer Deepti Miyan Gupta helped us to understand the concepts in easy and fun way. It was a great experience. I love it. By attending these classes and understanding sessions, one can definitely become the best DATA SCIENTIST.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
aryan21009,Ko India,2 Reviews,Great Learning with Simplilearn for PMP,"Apr 08, 2020 11:32 PM",786 Views,"Definitely recommend Tim Jerome (PMP faculty) . He is  an excellent mentor and a true leader,  can guide you really from  the scratch.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
raghavender7344,India,1 Review,Simpli learn training,"Apr 08, 2020 11:30 PM",768 Views,It was great learning PMP with simpli learn. Lots of trainers and lot of material and tests. Lot of support from trainers in understanding project managementFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
prasannprem293,India,1 Review,Simplilearn - Big Data - Trainer Maria -Best combo,"Apr 07, 2020 09:35 AM",1054 Views,"Simplilearn live classes are the best! Did masters certification in data science and all the faculties I got involved were wonderful. Specifically, big data hadoop and spark developer trainer Maria is wonderful. She made us understand the big data concepts very clearly, with giving personal assistance to all  and specifically solving everyone's problem and queries. If you are new to big data, and dont know a chunk of it, I highly recommend Simplilearn and specifically Trainer Maria for learning.Also, I cant stop writing when I talk about data science with R and its trainer Mrs. Deepti Gupta. She pushed us to the far extents to learn on our own, and made me self-sufficient while doing projects. Now, I have ability to take up a project and analyze in the best way possible. Kudos to Deepti and Simplilearn!Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
